group,rank,address,account_value,bps,allTime_pnl,allTime_vlm,month_pnl,month_vlm
SMART,179,0x3ab38dee6ba252823b3ceba95390726cf1962a73,376788.513685,39.1519342336855,180797.983685,46178557.26,222658.168871,5803916.0
SMART,180,0xf47fe5f0f6c3ebfde365e34e6d15fb2ed4c39cdb,170860.086121,39.085591583553416,190500.146121,48739225.48,24961.970922,5850797.83
SMART,181,0xdf57c6827cac4ebe4ad60434388da1fd0c4c93f5,1194797.837123,39.075882496468616,110137.049804,28185428.65,154650.57036,1077358.76
SMART,182,0x4bc9a771cd2c96cb2a4501f2c049402b4e7e11b3,528999.606738,38.94702558126334,78845.706738,20244346.15,40228.232665,1410542.1
SMART,183,0x590f7796c7573fafed2fcf50f3dbd9ef79fe51b1,290730.636784,38.94346999979701,182637.926784,46898216.0,84120.320978,1082241.29
SMART,184,0x163efcb2c9d46ca4a2a69892c6571b30f4928926,225413.950669,38.91163847941857,79748.680669,20494814.35,32122.400329,2208753.05
SMART,185,0x0c6265f92cb7ed2cd52f54d1a404c90489a24a6a,297300.345992,38.90788103646197,67653.105992,17388021.19,-41925.939455,5675253.5
SMART,186,0xd123de25c88ac1293ca793420919ee3b3314452c,83606.744294,38.884916133543875,61080.934294,15708130.65,18264.632868,3798179.41
SMART,187,0xf5a523b171032c060d49c39fbf2e9bec473e1286,3517738.209347,38.81036898114562,2347643.959347,604901221.24,120686.795564,85331502.47
SMART,188,0x3cc561c1276cccf56d74cc6d65c516ef88a998d2,55759.784461,38.7985326768021,51971.194461,13395144.32,23539.184022,11209984.35
SMART,189,0xc10c5e835dda8e11df1fd7a3231f0973756f8d96,222606.075101,38.78948986442842,74971.395101,19327760.01,9290.960788,1452022.86
SMART,190,0x03ce7863a2b62f4e227fd98605b79beb32618c76,313360.57652,38.77664179448454,892432.08652,230146821.7,18553.811546,4756322.7700000005
SMART,191,0x12f7aea21eed5461d30212ea771c4441656b8750,1759889.923939,38.706568519428245,988119.423939,255284687.26,519781.350716,126898204.16
SMART,192,0x855b77fc563bb5a2c062b9ad3bdf7984883ee8b8,1000705.774657,38.64809619896614,1237454.9948119998,320185239.77,17586.835246,3772585.53
SMART,193,0xcbab8e70638b939b21d0c5467a31e69e1361dc70,2107995.458519,38.64416309325726,280024.748519,72462365.88,355446.408519,70640973.94
SMART,194,0x97be9c7904f9c772a3efbf9e10286b91ba8a773e,111760.070622,38.61820542522097,251719.992605,65181690.82,-52064.822951,15293142.98
SMART,195,0x760ec8576c2dc5dba2655f7b948c0689b02b6cb0,85801.14092,38.617727108033165,81224.72092,21033014.369999997,8928.880606,16045649.73
SMART,196,0xf2d96ddecf1bb5639960e407b133705a812ffc34,216641.265499,38.599116411146845,789628.145499,204571559.9,-104919.986114,38258051.54
SMART,197,0x5664ce3a70875861cc64b1506a18f8cb309a9a32,644493.565056,38.58125344385381,194478.735056,50407573.03,49907.758036,5259463.16
SMART,198,0x0f638286287ebd2acca95981f90aaa7de863a390,135828.099465,38.55829130114811,166216.659465,43107890.379999995,14131.400999,2692221.76
SMART,199,0xb68993e53cef153afacf4532d191bda404a1f095,277389.318544,38.52702194358367,153135.708544,39747611.11,69715.656429,5442304.02
SMART,200,0x07aa5fbcf73fe9ce5ee42508be7185eeca77e134,296936.315957,38.43142046626334,138375.775957,36005896.81,131638.456387,35398292.91
DUMB,1,0x4ba80c235b537573696166bdc01d78176bc2beec,134792.371331,-49.50265136456552,-118385.378669,23914957.16,-68394.10874,2034493.06
DUMB,2,0xfbd2daa8ca624eff75cdba752a5b918ab23cbc1a,22270.246717,-49.318404949600655,-203639.453283,41290762.24,-203639.453283,41290762.24
DUMB,3,0x6fd96f1a38989407577e2eb2633af6d2e64d72ca,116521.833948,-48.98190377036342,-87645.806052,17893507.46,-72122.435532,2254585.58
DUMB,4,0xfc85ab5856092d802d223e3f46ebd470514da21f,237291.658611,-48.91452052888076,-160087.12,32727934.01,-160086.62629,32206895.09
DUMB,5,0x5ecb2831f504bfddb6ce38272f46145205a78c7a,40525.651713,-48.89433730202818,-276786.398287,56609090.86,18125.064868,1906174.18
DUMB,6,0x43b43f2a3b11c00c0f2d8fa6b2a610ca5cfd3f45,214836.93486,-48.85299155332426,-60316.01514,12346432.27,-17894.752388,4835209.78
DUMB,7,0xfa859fe707097e72f5a4cf0909a7a8785304adbe,27881.49658,-48.615062380340696,-308032.74,63361584.85,2891.38,1490558.46
DUMB,8,0x8a9683697f7e534d86d9e5e433ed725047991954,1140521.573178,-48.41612744008865,-1250198.336822,258219399.79999998,-293796.993034,12578651.41
DUMB,9,0xdfe5195e7cc1a2eca9b0df09d4646472a8c4a402,1228049.48401,-48.3019302493591,-373385.87599,77302475.09,-491617.137142,2112757.37
DUMB,10,0x2a3bff139d7326093e47c0aa2f04f37e550803df,34903.805777,-48.09113301074393,-50146.824223,10427457.43,-21282.829249,6233658.37
DUMB,11,0x9deb0cf9eec64d8afff121f1fbd961bbf14091ca,33979.852687,-47.85431298880743,-59357.016732,12403692.17,-27104.128533,7612717.29
DUMB,12,0x648c33eb98f6c759764e1906f4d3b079ae9256c0,50400.451472,-47.36237225658504,-48016.858528,10138186.97,1647.837646,5020739.57
DUMB,13,0xfe7ce058edc7cfcde9ef8262ba51f8d4796ab7ae,24439699.526167,-47.20401764636806,-4203501.913833,890496640.63,-10614824.141398,282161160.42
DUMB,14,0x554b7ea027b5adfa28fc8dcfefa09afb2e1718bf,574287.474407,-47.03470780496291,-417215.575593,88703766.87,-32215.572456,3096817.74
DUMB,15,0x1aae1bc09e1785c8cb00650db0c6015bd73b0c7e,53205.923734,-46.91978957241146,-161177.226266,34351651.56,-17096.326212,2336606.31
DUMB,16,0x1e48f1007fa133f643941d58cb6b080dc621e773,497580.452464,-46.563722330745605,-1242276.237536,266790577.59,-1503.538944,5856704.47
DUMB,17,0x8d849ba9a7660dcf82048f2c2a8aa68b677124d0,33407.764587,-45.970044081637425,-65665.914709,14284501.14,-153.700266,8405821.98
DUMB,18,0x5aa3f81907308b1e3a1f1439ea39fe472aa7242d,60456.930808,-45.79336325398717,-208835.008321,45603771.7,-39489.323778,1102970.98
DUMB,19,0x468de62cb146c2fc21db315ddff1ce089b1acf6a,402489.492924,-45.4443737932359,-95722.860356,21063742.849999998,-95722.860356,21063742.849999998
DUMB,20,0x54869010938bfdbaf0a7c9bf80baa6e13b50ca6a,23746.199146,-45.42348836271378,-261146.970854,57491615.08,-120382.011793,2452015.89
DUMB,21,0x2ab6fa5339449dd86a774530329f988b45dd8252,217426.02386,-45.09366254828229,-50722.60614,11248278.2,-25834.452773,4798816.09
DUMB,22,0xf5c47aeb7d5bcf20feae83f87ef243de75a68dee,73292.2941,-44.93911225054018,-493225.26,109754117.36,22978.57554,1902633.23
DUMB,23,0x65df90bee127f9d5da5095ac9b395d1152002f43,22491.486463,-43.86014871428301,-115373.159296,26304780.69,-121688.627366,26221681.93
DUMB,24,0x514a9a0dab9b065e44fd33e3c58048e4e083aa76,99423.985565,-43.7780935793812,-263386.585339,60164014.42,22318.802142,4017593.59
DUMB,25,0x80502eebab4868079947433f51e16cdb58c38e9c,247015.371737,-43.62598848570905,-106694.309217,24456594.09,13694.955237,2540569.73
DUMB,26,0x96dce8c028a9403ca6ce1805a781696819463bdd,251784.97219,-43.5562689701441,-62031.07781,14241595.82,-26655.091486,10007740.31
DUMB,27,0x419b7875599185c08e71fbb480351fd07511dbee,287521.349115,-43.11395943693613,-1292872.584471,299873312.81,50089.853927,1760849.42
DUMB,28,0xc4ee136107917e4ef2ae08aef468ce5eb55b25fe,124918.576285,-42.774704887018174,-139886.253715,32703031.87,-139886.253715,32703031.87
DUMB,29,0x0e65e5b5f34792d0be85d5a6793150d92c52ce53,26203.201525,-41.990733326368,-130567.608475,31094386.34,1473.816418,1880762.06
DUMB,30,0xf8d1735065e7e91ffe6b48c151da4246f5a06f1a,227314.632531,-41.953592645881926,-264340.247469,63007773.78,-253192.203486,3093801.74
DUMB,31,0x9d9585a2be251ad98b4072985796eb7ec5d465db,95017.900119,-41.79425286223227,-345511.22,82669552.95,-89860.068826,11154280.09
DUMB,32,0xf5a56385b713c50d2ca5e783b341f5e618957cf3,123313.993225,-41.726155845259505,-76784.206775,18401936.44,-76784.206775,18401936.44
DUMB,33,0x2a1b72ef9269d7374eac454b4241b06de65557b9,78378.140604,-41.70124157247506,-71621.559091,17174922.47,-53748.184228,15776081.86
DUMB,34,0xb89a98d9bb5a2b744a38e793436f169bb735df15,21432.678684,-41.474470444942106,-142908.231316,34456915.25,4107.423268,1451797.64
DUMB,35,0xa95730f1661726bf0228931c7ec031838cd07ba5,23633.538779,-41.45968834575521,-162508.401221,39196725.23,17542.813927,7022219.43
DUMB,36,0x6f5c0b5e696ecc523f6287eff09144e080dc18be,388666.953055,-41.13459848369303,-228973.346945,55664417.64,9009.514012,11892008.88
DUMB,37,0xb0088e7991b62ef58483e5f524ed9d482e5bac8b,1815534.477121,-41.116082813120435,-1418366.542879,344966360.08,811735.193621,24039473.77
DUMB,38,0x4eea4d63de3150fab4a6dff2f361e3e0ef6a9f1e,84933.214675,-41.07799987632966,-104390.381582,25412722.6,3005.07877,1091928.8
DUMB,39,0x43690e4576a3fde753af68db7ce5f445928c46fb,844655.420777,-41.027208630461466,-1309636.484087,319211695.8,-881870.244087,226932406.36
DUMB,40,0x1520d4184023cd735157789b9a151df29a9b48d5,107595.069873,-40.959343979540336,-66778.206538,16303534.200000001,7469.409205,4230080.36
DUMB,41,0xbc2c77d7d4742a7209503e0820de27117b843b1f,143634.146633,-40.90735834682245,-408973.373367,99975503.16,15056.981568,2806929.37
DUMB,42,0x5ffcd3f881ac876ea09b69fc31db924108315162,40515.201294,-40.59344769182844,-133622.358706,32917223.42,-15262.164301,2669713.01
DUMB,43,0x51f63885534cb494f4592a0311551f369bff2b39,3179560.785608,-40.535656229580844,-7148462.684392,1763499928.04,-1936374.834041,108422075.31
DUMB,44,0x032456ce7beac3bc30c3b13ac0a3c2e65dd43711,254616.480122,-40.48705093348932,-239932.089878,59261438.99,-54716.991184,26551828.33
DUMB,45,0x25b0f4cd0c4f91b5423c641e3f76bfa9b771f5fa,73777.247467,-40.41579254504882,-66419.222533,16433977.5,-229.825751,1850577.34
DUMB,46,0xf2060700d2f18e5727205652a181fcf970e4a5ce,79806.747969,-40.24805249949979,-539987.62,134164906.49,-388972.84398,39895192.47
DUMB,47,0x0525732803ba9aefa4f6986db7b858672be2d793,49631.890375,-40.21137704742779,-46521.949625,11569350.03,-46521.951121,11569350.03
DUMB,48,0x2a3c3bf6a7cc9615af69be77ecb9908a1f48de46,91145.531503,-40.16794986842941,-98316.958497,24476469.13,-84765.538497,17022970.46
DUMB,49,0xde8656b3c23408b91eb2e0a6c7b55680ba5799ac,47601.6747,-40.0505831515714,-55516.8953,13861694.62,13398.792694,1877051.25
DUMB,50,0xf8ae5f0d229618b4deead1b3901ed3134207b7d8,463076.771198,-40.009347113123475,-701921.628802,175439410.9,52817.886393,20146831.34
DUMB,51,0x646be0d5f96edd60d9933c4646b5d3ac165001dc,807914.800085,-39.87953741401909,-1140332.450513,285944252.23,-555428.911561,79456692.57
DUMB,52,0xfb94d93d73b1a5398816c7d46e1590173371f82b,125833.502278,-39.33008439089921,-89416.527722,22734893.43,16318.257841,3424942.3
DUMB,53,0xca5d54391006e79770110be2075c24c6699106c5,129584.021362,-39.31105513718824,-296468.188638,75415983.52,2346.58623,12739772.38
DUMB,54,0x69d05f8f264252721f75125051939e0c2bda1e61,277227.837142,-39.05914230111475,-175832.902858,45017092.67,-79653.018362,18400076.02
DUMB,55,0xf1e2783541c3edbe783c6b89e7cfd493c7894af5,1390439.224775,-39.02344944845908,-552150.70387,141492028.94,-585445.792852,38231922.37
DUMB,56,0x5e177e5e39c0f4e421f5865a6d8beed8d921cb70,1016967.636132,-38.93372901928927,-505271.983868,129777444.03,35894.746132,1736195.2
DUMB,57,0x1bd2d89e4b9a2d373e89d74c8cc02d1562fa9626,58453.330928,-38.931636846193676,-560150.940537,143880654.89,-410594.90659,106958049.2
DUMB,58,0x9673391104590b1014cc97e3eb1232b9ddfcbd6f,245311.442334,-38.53103089301576,-127887.252552,33190716.57,108306.037448,2645258.38
DUMB,59,0x2857a031c7a0932df211eb5154c28010b440b624,51204.684387,-38.470231627519695,-43629.775613,11341178.299999999,-9148.23905,1718975.2799999998
DUMB,60,0x58a1af958aa93b29fda0d7e29182cbf0bee84394,110676.048646,-38.43963017593983,-129723.881354,33747432.21,11931.966603,4464254.0
DUMB,61,0xd6ab2fa07261dee9562245f58eaaf90bf58b9396,109925.646754,-37.74763166201902,-145384.676867,38514913.51,-18706.246867,1380737.54
DUMB,62,0xe6a1c682d38b9ec6f3031a8b46322aadc833660f,64444.056488,-37.329733844782304,-90821.49,24329530.55,8607.765149,1773450.45
DUMB,63,0x4a20b9496610941053858bd0b7e92493f44c3c26,11516696.984596,-37.20545774357379,-2066658.215404,555471788.48,1734730.319187,66138936.64
DUMB,64,0x35253444b02b147e258ffc8ce81e2b4df3336f34,239083.239444,-37.18943030312759,-227840.210556,61264775.69,77400.329861,33653973.12
DUMB,65,0xd4eeed940e2c0b4b13910128fad5e0bc987e759e,352996.792009,-37.18566529785553,-251021.997991,67505044.21,-28474.018349,4826512.18
