open_time,open,high,low,close,volume,taker_buy_base,taker_buy_quote
1790247600000,92.00000000,92.30000000,90.66000000,91.02000000,55031.37300000,22869.83100000,2091124.25826000
1790251200000,91.01000000,91.90000000,90.86000000,91.85000000,34903.12300000,19806.46100000,1810617.91844000
1790254800000,91.85000000,93.34000000,91.70000000,92.62000000,32413.22900000,18776.06500000,1735638.27745000
1790258400000,92.64000000,93.32000000,91.41000000,91.76000000,23543.97000000,11540.52200000,1069427.57367000
1790262000000,91.75000000,93.83000000,91.62000000,93.44000000,12987.46100000,7720.53100000,716173.74368000
1790265600000,93.46000000,94.23000000,92.77000000,93.99000000,26725.34500000,13523.38900000,1266256.28893000
1790269200000,93.97000000,94.21000000,93.03000000,93.42000000,20965.70000000,9130.89200000,854938.15516000
1790272800000,93.43000000,94.35000000,92.97000000,94.13000000,7298.87800000,4523.80200000,424566.76624000
1790276400000,94.16000000,94.88000000,93.81000000,94.52000000,22495.21800000,11884.08400000,1121844.36265000
1790280000000,94.54000000,94.66000000,93.36000000,93.51000000,7455.65000000,3134.69800000,294728.26444000
1790283600000,93.51000000,93.72000000,92.37000000,92.50000000,8348.90400000,4358.68600000,406798.16747000
1790287200000,92.50000000,92.54000000,92.10000000,92.36000000,7913.80900000,3470.97200000,320398.42714000
1790290800000,92.36000000,92.41000000,92.04000000,92.13000000,4840.79000000,2446.60700000,225607.26053000
