create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2025-06-10 13:40:00,HYPEUSDT,1442860.8100000000000000,58390499.0447044800000000,0.69170984,1.19666100,0.67542053,0.46052100
2025-06-10 13:45:00,HYPEUSDT,1439235.4300000000000000,58181755.1839814100000000,0.69402985,1.21583800,0.67676942,1.11240800
2025-06-10 13:50:00,HYPEUSDT,1439074.3800000000000000,58310427.1662731500000000,0.69414398,1.21877100,0.67954467,0.86378800
2025-06-10 13:55:00,HYPEUSDT,1440331.8600000000000000,58265669.4464336800000000,0.69222181,1.21908400,0.68044789,0.79195600
2025-06-10 14:00:00,HYPEUSDT,1436367.6500000000000000,57795217.6207629800000000,0.69230769,1.22143600,0.68069264,0.67734100
2025-06-10 14:05:00,HYPEUSDT,1432133.2200000000000000,57487259.5840200000000000,0.70135237,1.21593800,0.68258378,0.50133400
2025-06-10 14:10:00,HYPEUSDT,1429978.8000000000000000,57699644.5800000000000000,0.70792820,1.21461400,0.69507970,1.35818400
2025-06-10 14:15:00,HYPEUSDT,1426745.8400000000000000,57724781.2778520000000000,0.70919325,1.21271100,0.69305556,0.92109100
2025-06-10 14:20:00,HYPEUSDT,1427271.4800000000000000,57775949.5104000000000000,0.70711610,1.21352900,0.70128740,1.45934400
2025-06-10 14:25:00,HYPEUSDT,1425869.7200000000000000,57485092.5023927400000000,0.70870871,1.21019000,0.70394278,1.41990000
2025-06-10 14:30:00,HYPEUSDT,1418918.8500000000000000,56818311.4389019600000000,0.70949510,1.20885300,0.69891722,0.50091500
2025-06-10 14:35:00,HYPEUSDT,1416113.5000000000000000,56775267.4556673800000000,0.70894677,1.21625600,0.69826832,1.15484400
2025-06-10 14:40:00,HYPEUSDT,1417017.1300000000000000,56792629.5532700000000000,0.70517176,1.21038200,0.69627557,0.70575400
2025-06-10 14:45:00,HYPEUSDT,1420407.6400000000000000,56597562.8234400000000000,0.71341463,1.20925000,0.69654199,0.60791800
2025-06-10 14:50:00,HYPEUSDT,1418988.9600000000000000,56690557.9049567800000000,0.71580952,1.21350300,0.69742414,1.07879800
2025-06-10 14:55:00,HYPEUSDT,1420666.9300000000000000,56616418.4943600000000000,0.72067253,1.22271600,0.70201841,0.44143600
2025-06-10 15:00:00,HYPEUSDT,1421095.9100000000000000,56605281.7618376800000000,0.72271160,1.22059000,0.70138396,1.07113900
2025-06-10 15:05:00,HYPEUSDT,1426116.7800000000000000,56967996.9012545400000000,0.71926465,1.22600700,0.70488588,1.50509200
2025-06-10 15:10:00,HYPEUSDT,1425923.1500000000000000,57247629.9155514100000000,0.71559633,1.23397800,0.70742202,1.82548400
2025-06-10 15:15:00,HYPEUSDT,1420873.0600000000000000,56865882.3004099100000000,0.72454860,1.22766100,0.71400217,1.66771200
2025-06-10 15:20:00,HYPEUSDT,1419114.1300000000000000,56869460.3123128100000000,0.72878086,1.22372500,0.72150752,1.32381900
2025-06-10 15:25:00,HYPEUSDT,1419118.1600000000000000,56949211.7608000000000000,0.73364305,1.22063000,0.72901111,1.63624500
2025-06-10 15:30:00,HYPEUSDT,1412003.4500000000000000,56058484.8943594500000000,0.72783826,1.21710000,0.71854426,0.80874500
2025-06-10 15:35:00,HYPEUSDT,1411945.5700000000000000,56289651.1054319600000000,0.72727273,1.22030200,0.72158155,1.02943900
2025-06-10 15:40:00,HYPEUSDT,1411266.1800000000000000,56337745.9056000000000000,0.72610723,1.22407800,0.72643931,0.73775400
2025-06-10 15:45:00,HYPEUSDT,1410809.3200000000000000,56655640.8521793900000000,0.73084403,1.22743000,0.72597474,1.52359500
2025-06-10 15:50:00,HYPEUSDT,1412619.2700000000000000,56708187.9748800000000000,0.73411306,1.23133900,0.72674100,1.00939800
2025-06-10 15:55:00,HYPEUSDT,1412283.3400000000000000,56680762.3593927000000000,0.73770492,1.23069000,0.73476505,1.34838200
2025-06-10 16:00:00,HYPEUSDT,1412367.9700000000000000,56902410.5795656900000000,0.73762183,1.22946700,0.73528330,1.52412300
2025-06-10 16:05:00,HYPEUSDT,1418687.6900000000000000,57415709.5019900000000000,0.74451411,1.23713100,0.74634056,2.08765100
2025-06-10 16:10:00,HYPEUSDT,1423277.6900000000000000,57389501.4785305900000000,0.74813360,1.23895600,0.75060308,1.58399500
2025-06-10 16:15:00,HYPEUSDT,1423671.9300000000000000,57351427.0041358000000000,0.74862529,1.24238700,0.74735867,1.14229000
2025-06-10 16:20:00,HYPEUSDT,1424051.1900000000000000,56985645.1392946500000000,0.74862313,1.24589100,0.74610823,0.58600000
2025-06-10 16:25:00,HYPEUSDT,1423997.8100000000000000,57022568.3036400000000000,0.74509804,1.24777400,0.74500370,0.55932400
2025-06-10 16:30:00,HYPEUSDT,1425146.9800000000000000,57232431.1385313900000000,0.74090020,1.25083400,0.74344293,1.22986400
2025-06-10 16:35:00,HYPEUSDT,1419133.1800000000000000,56771118.7676555700000000,0.74617497,1.24011800,0.75050898,0.42602500
2025-06-10 16:40:00,HYPEUSDT,1422128.3400000000000000,57159918.8164172600000000,0.74035088,1.24484300,0.76843848,2.14605000
2025-06-10 16:45:00,HYPEUSDT,1425461.5800000000000000,56991895.6181273500000000,0.75632911,1.25230600,0.78238246,0.59149200
2025-06-10 16:50:00,HYPEUSDT,1423420.3400000000000000,56783042.1412089500000000,0.73981191,1.24984700,0.76728281,0.69080400
2025-06-10 16:55:00,HYPEUSDT,1420043.8000000000000000,56618566.3498000000000000,0.72673964,1.25078700,0.75869083,0.76758000
2025-06-10 17:00:00,HYPEUSDT,1422487.7200000000000000,56737345.1999200000000000,0.72759295,1.24743300,0.76252319,1.66057900
2025-06-10 17:05:00,HYPEUSDT,1421439.7600000000000000,56773327.0245952800000000,0.72944401,1.25164800,0.76098646,1.36861700
2025-06-10 17:10:00,HYPEUSDT,1421679.5800000000000000,56725436.3577084000000000,0.72787784,1.25026500,0.75805854,1.26733000
2025-06-10 17:15:00,HYPEUSDT,1420529.5900000000000000,56938775.4656190800000000,0.73202358,1.25590200,0.75964392,0.81163200
2025-06-10 17:20:00,HYPEUSDT,1419469.6300000000000000,56793640.1625983900000000,0.73301924,1.25762700,0.76649935,0.78722100
2025-06-10 17:25:00,HYPEUSDT,1420146.2600000000000000,56885154.8039123500000000,0.72181038,1.26682900,0.75759259,1.02741600
2025-06-10 17:30:00,HYPEUSDT,1419973.1400000000000000,57018862.2293115400000000,0.71867704,1.26764700,0.75532112,1.46793500
2025-06-10 17:35:00,HYPEUSDT,1420784.5800000000000000,57049014.0376340600000000,0.71647059,1.27044300,0.74781314,0.81329500
2025-06-10 17:40:00,HYPEUSDT,1417709.1400000000000000,56869390.5068928900000000,0.71495693,1.26871200,0.75354478,0.80661000
2025-06-10 17:45:00,HYPEUSDT,1416073.1100000000000000,56668413.7159800000000000,0.71669279,1.27001100,0.75345021,0.72136200
2025-06-10 17:50:00,HYPEUSDT,1415468.6000000000000000,56818345.4411931600000000,0.71517997,1.27285200,0.75060488,0.60775200
2025-06-10 17:55:00,HYPEUSDT,1414940.2100000000000000,56559405.0143300000000000,0.71529136,1.27456100,0.74925651,0.69327000
2025-06-10 18:00:00,HYPEUSDT,1414049.9100000000000000,56574722.8491900000000000,0.71339321,1.27457400,0.74359926,0.54138600
2025-06-10 18:05:00,HYPEUSDT,1413169.1900000000000000,56758817.4142679400000000,0.71094663,1.28115900,0.74291010,0.76982900
2025-06-10 18:10:00,HYPEUSDT,1414870.4400000000000000,56965857.7234736000000000,0.70547148,1.28092400,0.74448768,1.21579900
2025-06-10 18:15:00,HYPEUSDT,1416256.1200000000000000,57254986.1632400000000000,0.70100697,1.28103600,0.74214998,0.70663400
2025-06-10 18:20:00,HYPEUSDT,1418995.2600000000000000,57462213.0537000000000000,0.70426357,1.29092800,0.74504721,0.98481500
2025-06-10 18:25:00,HYPEUSDT,1419426.0400000000000000,57457913.3874588000000000,0.70526723,1.28807900,0.74629630,1.23765800
2025-06-10 18:30:00,HYPEUSDT,1418648.0000000000000000,57462586.5673860000000000,0.71461897,1.28423800,0.75315282,1.24677900
2025-06-10 18:35:00,HYPEUSDT,1418732.9500000000000000,57478546.7363000000000000,0.70797831,1.28426500,0.74796598,1.32808900
2025-06-10 18:40:00,HYPEUSDT,1416915.3200000000000000,57591613.7811218100000000,0.70897833,1.28739700,0.75445434,0.93891800
2025-06-10 18:45:00,HYPEUSDT,1418690.5500000000000000,57796199.3527216800000000,0.70320340,1.28867900,0.75501114,1.41891500
2025-06-10 18:50:00,HYPEUSDT,1422949.2800000000000000,58055990.3256796900000000,0.70946470,1.28811300,0.75954554,1.46456300
2025-06-10 18:55:00,HYPEUSDT,1429666.8700000000000000,58321830.2947800000000000,0.70413287,1.28997800,0.75635554,1.52890500
2025-06-10 19:00:00,HYPEUSDT,1429345.4200000000000000,58392333.1559314700000000,0.70436125,1.29020600,0.75691223,1.35194300
2025-06-10 19:05:00,HYPEUSDT,1427504.2400000000000000,58446290.9525000200000000,0.69635317,1.29110700,0.75198964,1.67894400
2025-06-10 19:10:00,HYPEUSDT,1435449.0800000000000000,58919442.9376800000000000,0.70115385,1.30585700,0.75250278,1.03996800
2025-06-10 19:15:00,HYPEUSDT,1445408.0300000000000000,59449711.1209080400000000,0.69336911,1.31534700,0.74759793,0.73867100
2025-06-10 19:20:00,HYPEUSDT,1455893.4400000000000000,60225980.3298160000000000,0.70952750,1.31933100,0.76712329,0.52320500
2025-06-10 19:25:00,HYPEUSDT,1462257.4500000000000000,60262120.8941207400000000,0.70867052,1.33129600,0.76082090,0.87900800
2025-06-10 19:30:00,HYPEUSDT,1459865.7400000000000000,60465660.3947625800000000,0.71301661,1.33742700,0.76217124,1.42667200
2025-06-10 19:35:00,HYPEUSDT,1461643.7000000000000000,60634827.2508000000000000,0.70461538,1.33837100,0.75999253,1.57950800
2025-06-10 19:40:00,HYPEUSDT,1461967.6700000000000000,60161284.0463927500000000,0.71240310,1.33342300,0.75836918,0.83222200
2025-06-10 19:45:00,HYPEUSDT,1463683.2500000000000000,59870500.7703992700000000,0.71456311,1.34032900,0.75449438,0.70083500
2025-06-10 19:50:00,HYPEUSDT,1475441.0600000000000000,60443244.8462768800000000,0.69325153,1.34094100,0.74085083,1.39994600
2025-06-10 19:55:00,HYPEUSDT,1490908.6900000000000000,61303396.9837262300000000,0.69398698,1.33504000,0.73708572,0.99811100
2025-06-10 20:00:00,HYPEUSDT,1488299.4800000000000000,61084154.3058813700000000,0.69788868,1.33478200,0.73898556,0.63777400
2025-06-10 20:05:00,HYPEUSDT,1489780.8300000000000000,61107758.9777009900000000,0.69254302,1.33423700,0.73770795,0.69399500
2025-06-10 20:10:00,HYPEUSDT,1494778.9700000000000000,61392498.9334622300000000,0.68809433,1.33471200,0.73199853,0.89556300
2025-06-10 20:15:00,HYPEUSDT,1492485.7800000000000000,61514293.9084800000000000,0.69008735,1.32909300,0.73841060,0.95049900
2025-06-10 20:20:00,HYPEUSDT,1488583.5400000000000000,61517203.3740400000000000,0.68894797,1.32591200,0.73731618,1.58621200
2025-06-10 20:25:00,HYPEUSDT,1488979.8000000000000000,61320655.1034000000000000,0.70390207,1.32760600,0.74714128,0.92545600
2025-06-10 20:30:00,HYPEUSDT,1492998.1900000000000000,62476002.2587400000000000,0.69110942,1.33202100,0.72818915,1.60969900
2025-06-10 20:35:00,HYPEUSDT,1487223.7600000000000000,62243288.8035200000000000,0.71166348,1.33923300,0.74680969,0.61345100
2025-06-10 20:40:00,HYPEUSDT,1489652.8100000000000000,62588648.7086761100000000,0.70624049,1.33198800,0.74716911,1.26449400
2025-06-10 20:45:00,HYPEUSDT,1486515.7000000000000000,61879189.0439000000000000,0.71183206,1.33687500,0.75386047,0.72501300
2025-06-10 20:50:00,HYPEUSDT,1484243.1400000000000000,62099248.7344600000000000,0.71112805,1.33635200,0.75153317,1.92106500
2025-06-10 20:55:00,HYPEUSDT,1481127.2000000000000000,61833185.4528502800000000,0.71472159,1.33815400,0.75390625,1.95417400
2025-06-10 21:00:00,HYPEUSDT,1470790.2600000000000000,60986064.0812983900000000,0.72307692,1.32722300,0.76230582,0.66002200
2025-06-10 21:05:00,HYPEUSDT,1468401.5700000000000000,60703720.9038000000000000,0.72559570,1.32916100,0.76215408,1.03006900
2025-06-10 21:10:00,HYPEUSDT,1470877.5600000000000000,60815122.2270005200000000,0.72113540,1.33307600,0.75577927,1.62147600
2025-06-10 21:15:00,HYPEUSDT,1469239.9500000000000000,60735441.0531000000000000,0.71828287,1.33509800,0.75612493,0.79429100
2025-06-10 21:20:00,HYPEUSDT,1467287.5700000000000000,60863088.4036000000000000,0.71565251,1.33140900,0.75411061,1.10538800
2025-06-10 21:25:00,HYPEUSDT,1466242.0300000000000000,60813854.4362800000000000,0.71603521,1.33422200,0.75523560,0.85790100
2025-06-10 21:30:00,HYPEUSDT,1465078.8200000000000000,60764248.3438104100000000,0.71772345,1.33563300,0.75742297,1.18067000
2025-06-10 21:35:00,HYPEUSDT,1463344.5500000000000000,60595602.3212702400000000,0.71818531,1.33820500,0.73849333,0.75044900
2025-06-10 21:40:00,HYPEUSDT,1462739.7100000000000000,60672980.4310900000000000,0.71664744,1.34170500,0.73239700,0.62379700
2025-06-10 21:45:00,HYPEUSDT,1462963.0100000000000000,60884834.2483037000000000,0.71285988,1.34347600,0.73118682,1.44442700
2025-06-10 21:50:00,HYPEUSDT,1466803.1600000000000000,61205289.3700868900000000,0.71176696,1.34478700,0.72517235,1.09963100
2025-06-10 21:55:00,HYPEUSDT,1466400.7300000000000000,60899622.3169000000000000,0.70822180,1.34698500,0.72345174,0.39402200
2025-06-10 22:00:00,HYPEUSDT,1466821.0500000000000000,61619549.8818439300000000,0.69038607,1.33848800,0.71019579,1.69443900
2025-06-10 22:05:00,HYPEUSDT,1466850.9200000000000000,61720686.1608400000000000,0.70639756,1.34472900,0.72349544,0.89758200
2025-06-10 22:10:00,HYPEUSDT,1467840.5500000000000000,61520212.0867431800000000,0.70106222,1.34094500,0.71961403,1.36415900
2025-06-10 22:15:00,HYPEUSDT,1473437.4600000000000000,62212138.3631645300000000,0.70907710,1.33257000,0.72988077,0.95401400
2025-06-10 22:20:00,HYPEUSDT,1472101.7700000000000000,62037312.7913400000000000,0.71760671,1.33583000,0.73779690,1.16745900
2025-06-10 22:25:00,HYPEUSDT,1472504.9300000000000000,62152960.5903700000000000,0.71406902,1.33613100,0.73441280,1.52128700
2025-06-10 22:30:00,HYPEUSDT,1471209.4000000000000000,62283649.9490000000000000,0.72057707,1.34468600,0.74074766,1.16773400
2025-06-10 22:35:00,HYPEUSDT,1469147.3700000000000000,61834943.6559300000000000,0.72422975,1.34765100,0.74336449,0.64335100
2025-06-10 22:40:00,HYPEUSDT,1467055.4100000000000000,61451965.0216362700000000,0.72782875,1.35174300,0.73855354,0.76975400
2025-06-10 22:45:00,HYPEUSDT,1467203.8200000000000000,61402479.8670000000000000,0.72883295,1.35395500,0.73935773,0.91739700
2025-06-10 22:50:00,HYPEUSDT,1463296.2600000000000000,61145297.5203600000000000,0.72398018,1.34724600,0.73854498,0.78395900
2025-06-10 22:55:00,HYPEUSDT,1460323.3300000000000000,61061959.7206200000000000,0.72048743,1.34639100,0.73760987,1.91077600
2025-06-10 23:00:00,HYPEUSDT,1459732.6800000000000000,61179668.0504340400000000,0.71634981,1.34406200,0.73114876,1.43484200
2025-06-10 23:05:00,HYPEUSDT,1462265.2300000000000000,61198724.4059600000000000,0.72366412,1.34431300,0.73576097,0.63575700
2025-06-10 23:10:00,HYPEUSDT,1459814.7700000000000000,61206626.0108379400000000,0.71038666,1.34084300,0.72698589,1.38631200
2025-06-10 23:15:00,HYPEUSDT,1463754.8500000000000000,61623491.4581526300000000,0.70154892,1.33779500,0.72116275,1.61975900
2025-06-10 23:20:00,HYPEUSDT,1462851.8100000000000000,61634335.3107300000000000,0.70583776,1.33841400,0.72528288,0.54573400
2025-06-10 23:25:00,HYPEUSDT,1461279.0100000000000000,61578297.4814000000000000,0.70105820,1.32971400,0.72363299,0.89291900
2025-06-10 23:30:00,HYPEUSDT,1463709.4100000000000000,61738492.2415214500000000,0.69977341,1.33831600,0.71494380,1.15242500
2025-06-10 23:35:00,HYPEUSDT,1464794.9400000000000000,61684786.6006327000000000,0.69251035,1.34041700,0.71568085,1.03460700
2025-06-10 23:40:00,HYPEUSDT,1467596.3200000000000000,62022970.8680584100000000,0.69709544,1.34084500,0.71995570,1.13752400
2025-06-10 23:45:00,HYPEUSDT,1468406.0300000000000000,62108038.5174841900000000,0.69653614,1.34111100,0.71788738,0.77835100
2025-06-10 23:50:00,HYPEUSDT,1470003.4400000000000000,61965055.0063200000000000,0.69917169,1.34602900,0.71757130,0.72002600
2025-06-10 23:55:00,HYPEUSDT,1471060.4000000000000000,62094161.5769971100000000,0.69841867,1.34475200,0.72044199,1.04372400
2025-06-11 00:00:00,HYPEUSDT,1472088.2800000000000000,62126740.1919445500000000,0.70275368,1.34761100,0.71977921,0.78415400
2025-06-11 00:05:00,HYPEUSDT,1475255.3900000000000000,62328064.9721100000000000,0.70233610,1.35355000,0.71609470,0.75525800
2025-06-11 00:10:00,HYPEUSDT,1477087.4800000000000000,62393820.0989012300000000,0.70705927,1.35288200,0.71732356,0.95873800
2025-06-11 00:15:00,HYPEUSDT,1474347.8300000000000000,61832129.5785337800000000,0.71007928,1.34866800,0.72052883,0.71316300
2025-06-11 00:20:00,HYPEUSDT,1477892.0400000000000000,61818150.5063311200000000,0.71428571,1.35957400,0.72656827,0.65401700
2025-06-11 00:25:00,HYPEUSDT,1475990.7700000000000000,61965722.7386587300000000,0.70634921,1.35339700,0.71905986,1.28963900
2025-06-11 00:30:00,HYPEUSDT,1474137.2200000000000000,61821574.9437763900000000,0.70579326,1.35612300,0.71549038,0.76759600
2025-06-11 00:35:00,HYPEUSDT,1474198.0000000000000000,61770178.4574204000000000,0.70068027,1.35714200,0.71115574,1.18091400
2025-06-11 00:40:00,HYPEUSDT,1477163.1300000000000000,61779393.5859900000000000,0.70461422,1.36540600,0.71648070,0.56603300
2025-06-11 00:45:00,HYPEUSDT,1474747.8100000000000000,61781858.0569116400000000,0.70563753,1.36658200,0.71797218,1.44271100
2025-06-11 00:50:00,HYPEUSDT,1475105.5100000000000000,61556152.9323000000000000,0.70347958,1.36805900,0.71219869,0.51567100
2025-06-11 00:55:00,HYPEUSDT,1481087.7200000000000000,61393109.0265276300000000,0.69965999,1.37267900,0.71404989,0.54152200
2025-06-11 01:00:00,HYPEUSDT,1476773.1600000000000000,61097059.1755200000000000,0.70253884,1.36369200,0.71339450,1.16308300
2025-06-11 01:05:00,HYPEUSDT,1479227.3900000000000000,61091637.3504522000000000,0.70440729,1.36157100,0.71121718,0.61380600
2025-06-11 01:10:00,HYPEUSDT,1456434.5500000000000000,60228275.5768073800000000,0.70110141,1.32559700,0.71565378,3.07432100
2025-06-11 01:15:00,HYPEUSDT,1456942.9000000000000000,59864553.0813323700000000,0.70385938,1.32653600,0.71270514,0.34843000
2025-06-11 01:20:00,HYPEUSDT,1454001.7500000000000000,59859798.0457500000000000,0.70271303,1.32996900,0.71505078,0.98126400
2025-06-11 01:25:00,HYPEUSDT,1451159.3900000000000000,59994214.3317386700000000,0.68454855,1.33461300,0.69645468,1.76375800
2025-06-11 01:30:00,HYPEUSDT,1456689.5000000000000000,59665972.5968403700000000,0.70879754,1.34459700,0.71043398,0.45589200
2025-06-11 01:35:00,HYPEUSDT,1461570.2100000000000000,59889300.9249600000000000,0.69861963,1.33954800,0.70437350,0.82321500
2025-06-11 01:40:00,HYPEUSDT,1460262.1900000000000000,59746627.5038500000000000,0.71664744,1.33744700,0.72135080,0.56491200
2025-06-11 01:45:00,HYPEUSDT,1451271.1100000000000000,60261701.7675549800000000,0.69417108,1.31513600,0.70390038,1.91486400
2025-06-11 01:50:00,HYPEUSDT,1452839.6300000000000000,60169313.1635478100000000,0.69772727,1.32334500,0.71187064,0.51055700
2025-06-11 01:55:00,HYPEUSDT,1454313.8100000000000000,59888642.6958000000000000,0.70167428,1.32672500,0.71370745,0.78195600
2025-06-11 02:00:00,HYPEUSDT,1452962.4200000000000000,59803933.2072000000000000,0.70700881,1.32870200,0.71962963,1.43400100
2025-06-11 02:05:00,HYPEUSDT,1448221.4100000000000000,59766649.3692900000000000,0.74157734,1.50433400,0.71772105,1.14830300
2025-06-11 02:10:00,HYPEUSDT,1460731.5800000000000000,59919120.8328369900000000,0.73778626,1.52809100,0.71367994,0.82635100
2025-06-11 02:15:00,HYPEUSDT,1465615.5400000000000000,60174855.5524135500000000,0.73607933,1.53473900,0.71121324,0.97535800
2025-06-11 02:20:00,HYPEUSDT,1474101.3500000000000000,60650425.9444000000000000,0.73503622,1.54601000,0.70896071,0.67695500
2025-06-11 02:25:00,HYPEUSDT,1476466.5100000000000000,60811705.9989857500000000,0.73854962,1.54802400,0.71415424,1.57254100
2025-06-11 02:30:00,HYPEUSDT,1475730.7300000000000000,60815366.5484497000000000,0.74035892,1.54862400,0.71857722,1.17257400
2025-06-11 02:35:00,HYPEUSDT,1471886.3300000000000000,60455273.3961448000000000,0.74674330,1.54282900,0.72656539,0.46479200
2025-06-11 02:40:00,HYPEUSDT,1453468.0400000000000000,59409052.6669600000000000,0.74481168,1.56258700,0.72848913,0.36903300
2025-06-11 02:45:00,HYPEUSDT,1451832.1600000000000000,59762933.0668594500000000,0.73549618,1.55100200,0.72148148,2.59986300
2025-06-11 02:50:00,HYPEUSDT,1448576.9500000000000000,59662538.8396500000000000,0.72706596,1.54556800,0.71344491,2.17453000
2025-06-11 02:55:00,HYPEUSDT,1452174.4600000000000000,60016917.1536874100000000,0.72312335,1.55085400,0.71273862,3.52481600
2025-06-11 03:00:00,HYPEUSDT,1456458.2600000000000000,60128034.4558095600000000,0.72507553,1.55884400,0.71481073,0.98685000
2025-06-11 03:05:00,HYPEUSDT,1457008.9300000000000000,60292275.7031378300000000,0.72373394,1.55952800,0.71580882,1.30560600
2025-06-11 03:10:00,HYPEUSDT,1462767.7000000000000000,60639896.0470789300000000,0.72548277,1.56649700,0.71103777,0.83500500
2025-06-11 03:15:00,HYPEUSDT,1464345.4100000000000000,60532180.9188964600000000,0.72896133,1.57211400,0.71357798,0.53261700
2025-06-11 03:20:00,HYPEUSDT,1464839.2300000000000000,60789363.2057700000000000,0.72318731,1.57413900,0.71342023,1.51855100
2025-06-11 03:25:00,HYPEUSDT,1464367.7800000000000000,60848323.7746984000000000,0.72569050,1.57651900,0.71525610,0.97849200
2025-06-11 03:30:00,HYPEUSDT,1466336.6500000000000000,61087584.8390000000000000,0.71983409,1.57253000,0.71271528,1.57030600
2025-06-11 03:35:00,HYPEUSDT,1464660.2400000000000000,60829754.2303124400000000,0.72270495,1.57170800,0.71470534,0.90630000
2025-06-11 03:40:00,HYPEUSDT,1462063.0100000000000000,60626140.6911472900000000,0.72692890,1.56448000,0.71856618,1.46955200
2025-06-11 03:45:00,HYPEUSDT,1463087.9700000000000000,60995556.6672685500000000,0.72213855,1.56193900,0.71253431,1.95165200
2025-06-11 03:50:00,HYPEUSDT,1459564.7900000000000000,60897421.7331700000000000,0.72792453,1.56495100,0.71635232,2.00624500
2025-06-11 03:55:00,HYPEUSDT,1460562.2500000000000000,61045659.8010000000000000,0.72823219,1.56508600,0.71867569,1.46820900
2025-06-11 04:00:00,HYPEUSDT,1464041.6800000000000000,61275461.4438542600000000,0.72984175,1.56789700,0.71710166,1.24452000
2025-06-11 04:05:00,HYPEUSDT,1463602.9600000000000000,61117460.5288276000000000,0.73295669,1.56812600,0.71636364,1.28144300
2025-06-11 04:10:00,HYPEUSDT,1465611.9400000000000000,60982647.2114600000000000,0.73896643,1.56834200,0.71994908,0.57410100
2025-06-11 04:15:00,HYPEUSDT,1464705.4700000000000000,60918025.9275100500000000,0.74076865,1.56964000,0.72213130,1.05474500
2025-06-11 04:20:00,HYPEUSDT,1463908.3100000000000000,60764574.3324281000000000,0.72515060,1.56982200,0.70376432,0.74779100
2025-06-11 04:25:00,HYPEUSDT,1463330.7000000000000000,60817769.9089246200000000,0.72314050,1.56717200,0.70252131,1.35863900
2025-06-11 04:30:00,HYPEUSDT,1463194.9100000000000000,60785070.5091094500000000,0.72443609,1.56858800,0.70193876,0.89481600
2025-06-11 04:35:00,HYPEUSDT,1464019.1500000000000000,61010070.0379500000000000,0.72222222,1.56695000,0.69815751,2.63424200
2025-06-11 04:40:00,HYPEUSDT,1463646.4100000000000000,60785080.1729617600000000,0.72218045,1.56697600,0.69694781,0.73821300
2025-06-11 04:45:00,HYPEUSDT,1463887.0600000000000000,60944862.1497751300000000,0.71937055,1.56634800,0.69906069,1.29345800
2025-06-11 04:50:00,HYPEUSDT,1464380.1400000000000000,61133477.7045800000000000,0.72059925,1.56429300,0.70045167,0.76840800
2025-06-11 04:55:00,HYPEUSDT,1461454.4400000000000000,61078339.5431363000000000,0.71684722,1.56805000,0.69446441,2.73964300
2025-06-11 05:00:00,HYPEUSDT,1462531.0000000000000000,61060311.3686643000000000,0.71919343,1.56351400,0.69454415,0.95355900
2025-06-11 05:05:00,HYPEUSDT,1463698.4500000000000000,61407297.3219281600000000,0.72403450,1.57377200,0.69392146,1.51658500
2025-06-11 05:10:00,HYPEUSDT,1458383.7000000000000000,61259407.3185000000000000,0.72850169,1.57199500,0.69897316,2.35113300
2025-06-11 05:15:00,HYPEUSDT,1455741.6900000000000000,60827617.3089826100000000,0.73004518,1.56539800,0.70351668,1.09844900
2025-06-11 05:20:00,HYPEUSDT,1453571.5600000000000000,60915479.6815507700000000,0.72830189,1.55783500,0.70290771,1.81625800
2025-06-11 05:25:00,HYPEUSDT,1455409.8400000000000000,60989798.3294219700000000,0.73162458,1.55795500,0.70416441,0.56800200
2025-06-11 05:30:00,HYPEUSDT,1454800.0800000000000000,60785785.0004570300000000,0.72939405,1.55836300,0.70086238,1.27420500
2025-06-11 05:35:00,HYPEUSDT,1453325.8500000000000000,60671994.2599500000000000,0.72932331,1.55171800,0.70283866,0.42313400
2025-06-11 05:40:00,HYPEUSDT,1453178.0800000000000000,60584444.7611548000000000,0.72764838,1.55257000,0.70294540,1.09295200
2025-06-11 05:45:00,HYPEUSDT,1453244.8100000000000000,60654078.6349700000000000,0.72471910,1.54853500,0.70283866,1.05850800
2025-06-11 05:50:00,HYPEUSDT,1450016.8200000000000000,60681753.9001800000000000,0.71935725,1.54716700,0.69964158,0.61528300
2025-06-11 05:55:00,HYPEUSDT,1450330.5100000000000000,60644119.9451400000000000,0.71865672,1.54614100,0.69876499,1.27346900
2025-06-11 06:00:00,HYPEUSDT,1451276.8400000000000000,61058119.2124800000000000,0.71243043,1.54422500,0.69466738,1.50731200
2025-06-11 06:05:00,HYPEUSDT,1453111.2600000000000000,61179234.8302619700000000,0.72267658,1.54478700,0.70196078,0.54690100
2025-06-11 06:10:00,HYPEUSDT,1454928.8500000000000000,61207905.5015671600000000,0.72090437,1.54299400,0.69838452,1.34633000
2025-06-11 06:15:00,HYPEUSDT,1456632.6400000000000000,61079519.8604800000000000,0.72302558,1.54389400,0.70157998,0.47692900
2025-06-11 06:20:00,HYPEUSDT,1459788.5600000000000000,61554672.5264776400000000,0.71923360,1.54308300,0.69940056,1.52505700
2025-06-11 06:25:00,HYPEUSDT,1459511.8400000000000000,61528640.6388800000000000,0.71765573,1.54161200,0.70042268,0.84584500
2025-06-11 06:30:00,HYPEUSDT,1463505.7700000000000000,61771439.7708750800000000,0.71875000,1.54512100,0.69956179,1.52301600
2025-06-11 06:35:00,HYPEUSDT,1463304.8400000000000000,61817312.9658000000000000,0.72303742,1.54236000,0.70141435,0.85224700
